source_file,source_row_number,business_name,category,target_type,is_target_business,exclusion_reason,street,city,state,country_code,phone_raw,phone_e164,website,website_domain,email,google_maps_url,google_place_id,image_url,rating,reviews_count,lead_score,marketing_status,quality_notes
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,87,Racket Doctor,Sporting goods store,irrelevant,false,outside_target_industry,3249 Casitas Ave,Los Angeles,California,US,(323) 663-6601,+13236636601,https://racketdoctor.com/,racketdoctor.com,,https://www.google.com/maps/search/?api=1&query=Racket%20Doctor&query_place_id=ChIJ_d6tr9vAwoAR718cUtmEoho,ChIJ_d6tr9vAwoAR718cUtmEoho,https://lh3.googleusercontent.com/gps-cs-s/APNQkAETqmDAdJHPSrLNRptC-h1LXTpyizbUE3H6ozZmWd_m6FarbrOfDjj99Y652-vuLTz0z6kuOGXkhyizXOLJVUfAM1Z4bVxOZ3CL6EXCB-Xm74fuH1TqNCF8JIVLKOWrRL5eJXSN=w408-h306-k-no,4.6,250,55,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,94,Don Max Jewelry & Watch Repair,Jewelry store,irrelevant,false,outside_target_industry,14661 Victory Blvd,Van Nuys,California,US,(818) 984-2676,+18189842676,,,,https://www.google.com/maps/search/?api=1&query=Don%20Max%20Jewelry%20%26%20Watch%20Repair&query_place_id=ChIJhTlfnbuXwoARMbSU-mCth_U,ChIJhTlfnbuXwoARMbSU-mCth_U,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8Bi-7-tJfXkbjraoHGk6AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.75728&pitch=0&thumbfov=100,4.5,10,35,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,115,Kobbler King,Restaurant,irrelevant,false,outside_target_industry,3622 W Jefferson Blvd,Los Angeles,California,US,(323) 731-9286,+13237319286,https://www.thekobblerking.com/,thekobblerking.com,,https://www.google.com/maps/search/?api=1&query=Kobbler%20King&query_place_id=ChIJ6U43Pki4woARO_SVpacpuvc,ChIJ6U43Pki4woARO_SVpacpuvc,http://t0.gstatic.com/images?q=tbn:ANd9GcS6YOxXvEU9NCddd0Ztj5vhQX1S4kIgWHB_BaUVIoQhR6o53YIM,3.5,137,45,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,126,Happy Ice,Restaurant,irrelevant,false,outside_target_industry,18427 Nordhoff St b,Northridge,California,US,(855) 934-2779,+18559342779,https://happyicela.com/,happyicela.com,,https://www.google.com/maps/search/?api=1&query=Happy%20Ice&query_place_id=ChIJA8LGuT-bwoARKRvRaeMSbDg,ChIJA8LGuT-bwoARKRvRaeMSbDg,http://t1.gstatic.com/images?q=tbn:ANd9GcSLf9CBJkl8KSkXfd7BmlZ1wwzig3-bRNxbmAd09Pj3-hmncHNp,4.9,61,55,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,127,The Bear Pit Bar-B-Q Restaurant,Barbecue restaurant,irrelevant,false,outside_target_industry,10825 Sepulveda Blvd,Mission Hills,California,US,(818) 365-2500,+18183652500,https://bearpitbbq.com/,bearpitbbq.com,,https://www.google.com/maps/search/?api=1&query=The%20Bear%20Pit%20Bar-B-Q%20Restaurant&query_place_id=ChIJETiRGWaQwoARnDiqpQqfEtQ,ChIJETiRGWaQwoARnDiqpQqfEtQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHaf1tHCxMOI8rVdCeGe64iZpo16Pq1ZOS7mIZ40USWoCIF74QR6NEvuFlsZRNC2Wo1_MIh5Pk6MwZntb1OgtRYbAm8tA9smaMIYJYcvbObcACy0tJuj2u30yoHED9VAq7JTyoBQ=w408-h306-k-no,4.2,2513,50,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,128,Porto's Bakery and Cafe,Bakery,irrelevant,false,outside_target_industry,19467 Nordhoff St,Northridge,California,US,(818) 534-5210,+18185345210,https://www.portosbakery.com/?exp68=v1,portosbakery.com,,https://www.google.com/maps/search/?api=1&query=Porto's%20Bakery%20and%20Cafe&query_place_id=ChIJO-aaWPabwoARfPE00wLLtek,ChIJO-aaWPabwoARfPE00wLLtek,http://t2.gstatic.com/images?q=tbn:ANd9GcTDw_T82wVZ2ssVjIc5ETPnYMzRdAy9KzXlZfv6ok3IH9pgEq-r,4.7,4461,55,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,132,"Furniture and Repairs, Inc.",Furniture repair shop,irrelevant,false,outside_target_industry,20759 Plummer St,Chatsworth,California,US,(818) 818-5117,+18188185117,https://furnitureandrepair.com/,furnitureandrepair.com,,https://www.google.com/maps/search/?api=1&query=Furniture%20and%20Repairs%2C%20Inc.&query_place_id=ChIJ-yIqbVudwoARRDS5Tdlprkc,ChIJ-yIqbVudwoARRDS5Tdlprkc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEl0KzIcpARvvcQMWIyqNTfrXOIqhcRavFJy9Qiw--_kZ_xCG6vSLW-UTQJW6PipkNPhltGGmfnDA7ZS4ukLqWOqzE0rc8G8cOpU_Wl4y43aAADuQKidWO486Izted1Di8oUhwH=w408-h408-k-no,4.8,135,55,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,133,Tifa Chocolate & Gelato,Ice cream shop,irrelevant,false,outside_target_industry,20065 Rinaldi St Ste. 120,Porter Ranch,California,US,(818) 477-2400,+18184772400,https://tifachocolateandgelato.com/location-detail/porter-ranch-ca/?utm_source=porter-ranch-ca-google-listing&utm_medium=organic&utm_campaign=profile-link,tifachocolateandgelato.com,,https://www.google.com/maps/search/?api=1&query=Tifa%20Chocolate%20%26%20Gelato&query_place_id=ChIJI4BKhO6FwoARNbUNs9WGQr0,ChIJI4BKhO6FwoARNbUNs9WGQr0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbdP8X3mL5FXZvp-okl51KmWDumi9O6ML2dcDfUa3p9xejbtMQGT7WYUmNo9aURdRqeWNE2kelqb0DaAp8x6GEfEj_e7pX-66VjwWQmfWBxUncOX4Xyy2Jhci1pPgMZCU_Y2E=w408-h544-k-no,4.4,95,50,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,134,Mimi's Cafe,Bistro,irrelevant,false,outside_target_industry,19710 Nordhoff Pl,Chatsworth,California,US,(818) 717-8334,+18187178334,https://www.mimiscafe.com/locations/northridge/,mimiscafe.com,,https://www.google.com/maps/search/?api=1&query=Mimi's%20Cafe&query_place_id=ChIJb_1KQHebwoARPBlguwNwvzk,ChIJb_1KQHebwoARPBlguwNwvzk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0Rsj4STaGv-4vJaDZXQWbJcPpEvZhqB29bKE9QhUtMLtyzw952bPjUpfHQmdTGElwRLXGutOJtqDohZ53QdtQ7ChgfTa-ceSWMXKll1Fk9gl2woYLCtygaOqBcarQ40WwBzV8eQ=w408-h272-k-no,4.3,1664,50,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,135,Handel's Homemade Ice Cream,Ice cream shop,irrelevant,false,outside_target_industry,8850 Corbin Ave,Northridge,California,US,(855) 426-3357,+18554263357,http://www.handels818onthego.com/,handels818onthego.com,,https://www.google.com/maps/search/?api=1&query=Handel's%20Homemade%20Ice%20Cream&query_place_id=ChIJSxXYZ56bwoARVkxQl_zMfZc,ChIJSxXYZ56bwoARVkxQl_zMfZc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWjjGpHg5dhNOww6jBhmZfUS0CECjGO63uLRTNqlqhTjACfk0OUMUtxL9-cv0KakKEbrH-UU54Zwgi4fnVG8rxsC4Mf0j-A03k-ARkDX9pe-VRoIHiaiRQzlL-XiR8fv2tv2YBcA=w408-h306-k-no,4.6,625,55,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,137,Ben Scoops,Ice cream shop,irrelevant,false,outside_target_industry,980 W 190th St Unit C5,Torrance,California,US,(310) 817-5034,+13108175034,https://www.benscoops.com/,benscoops.com,,https://www.google.com/maps/search/?api=1&query=Ben%20Scoops&query_place_id=ChIJtVJCzho13YARkhqQPT8jFFM,ChIJtVJCzho13YARkhqQPT8jFFM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5XBMTiCBGGJ_heVLRjb9JTOvMFbgijvLchZDUtTiOr2doCPyrg0W5hYPmM8D7EEJz81w_3GqkvyLN0X5cLqWmWSwuJDRYVCfNAyENUSEpYFD9mE0vZGADbCXnDFlKTcIJzORaLDEJ40w7=w408-h541-k-no,4.8,111,55,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,143,Ranch Side Cafe,Cafe,irrelevant,false,outside_target_industry,11355 Foothill Blvd,Lake View Terrace,California,US,(818) 834-0031,+18188340031,https://ranchsidecafe.net/,ranchsidecafe.net,,https://www.google.com/maps/search/?api=1&query=Ranch%20Side%20Cafe&query_place_id=ChIJd-KVsc2TwoARqt-X4tV6EhA,ChIJd-KVsc2TwoARqt-X4tV6EhA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5GfPOdeme9N9RBfWii0XcEiguRLbhJyY_8Wm1CJhFBEAr06813GumzoVicTdqQlEsrzFO1chkBdeYUN2SEEgj2oV1bwYKwvVAcI85KhMnx-etOKwzHQn5AmfY-z0fcYdO1MKi=w408-h544-k-no,4.6,506,55,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,144,Bayshore Fish & Grill,Fish & chips restaurant,irrelevant,false,outside_target_industry,11936 Foothill Blvd,Sylmar,California,US,(818) 899-5347,+18188995347,https://www.bayshorefishngrill.com/,bayshorefishngrill.com,,https://www.google.com/maps/search/?api=1&query=Bayshore%20Fish%20%26%20Grill&query_place_id=ChIJmYr824GRwoARFa1hLAZ021o,ChIJmYr824GRwoARFa1hLAZ021o,http://t3.gstatic.com/images?q=tbn:ANd9GcSL3PQC_g6nbCpkPAHhA-IYGtzyV9p3y6IlSF2lQxZnE4vVs_sH,4.3,166,50,not_target,excluded_industry
/Users/chiwang/Downloads/dataset_google-maps-extractor_2026-06-13_03-19-44-096.csv,148,Salt & Straw,Ice cream shop,irrelevant,false,outside_target_industry,1357 Abbot Kinney Blvd,Venice,California,US,(310) 310-8429,+13103108429,https://www.saltandstraw.com/,saltandstraw.com,,https://www.google.com/maps/search/?api=1&query=Salt%20%26%20Straw&query_place_id=ChIJS3YHdr-6woAR6uft0GiaEY0,ChIJS3YHdr-6woAR6uft0GiaEY0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7XypWuHuvVRAzum8to7M5sg_o-K0u7koVp8ChDp7oM9L6NA_8w5OziCKu4tUZ8Onw2Ei0-F0pYOphUZsYVtsR6pbOjMuWFNKos7X05SaG_-Pt3AqSQPACXZg5CiMobzm6UOs=w408-h544-k-no,4.7,2664,55,not_target,excluded_industry
